URL,Slug,Route source,Page type,Subtype,HTTP status,Indexable,Robots,Canonical,Self-canonical,Sitemap status,Title,H1,Meta description,SSR main content,Internal inlinks,Click depth,Orphan,Content fingerprint,Quality status
https://derivativecalculatorai.com/derivative-of-arctan-x,derivative-of-arctan-x,problems.json,derivative,problem,200,Yes,index,https://derivativecalculatorai.com/derivative-of-arctan-x,Yes,Excluded,,,Yes,Partial,0,0,Unknown,,Not reviewed
https://derivativecalculatorai.com/derivative-of-2x,derivative-of-2x,problems.json,derivative,problem,200,No,noindex,https://derivativecalculatorai.com/derivative-of-2x,Yes,Excluded,,,Yes,Partial,0,0,Unknown,,Not reviewed
https://derivativecalculatorai.com/derivative-of-3x-squared,derivative-of-3x-squared,problems.json,derivative,problem,200,No,noindex,https://derivativecalculatorai.com/derivative-of-3x-squared,Yes,Excluded,,,Yes,Partial,0,0,Unknown,,Not reviewed
https://derivativecalculatorai.com/derivative-of-e-to-the-2x,derivative-of-e-to-the-2x,problems.json,derivative,problem,200,Yes,index,https://derivativecalculatorai.com/derivative-of-e-to-the-2x,Yes,Excluded,,,Yes,Partial,0,0,Unknown,,Not reviewed
https://derivativecalculatorai.com/derivative-of-sin-2x,derivative-of-sin-2x,problems.json,derivative,problem,200,No,noindex,https://derivativecalculatorai.com/derivative-of-sin-2x,Yes,Excluded,,,Yes,Partial,0,0,Unknown,,Not reviewed
https://derivativecalculatorai.com/derivative-of-cos-2x,derivative-of-cos-2x,problems.json,derivative,problem,200,No,noindex,https://derivativecalculatorai.com/derivative-of-cos-2x,Yes,Excluded,,,Yes,Partial,0,0,Unknown,,Not reviewed
https://derivativecalculatorai.com/derivative-of-ln-2x,derivative-of-ln-2x,problems.json,derivative,problem,200,No,noindex,https://derivativecalculatorai.com/derivative-of-ln-2x,Yes,Excluded,,,Yes,Partial,0,0,Unknown,,Not reviewed
https://derivativecalculatorai.com/derivative-of-x-to-the-4,derivative-of-x-to-the-4,problems.json,derivative,problem,200,No,noindex,https://derivativecalculatorai.com/derivative-of-x-to-the-4,Yes,Excluded,,,Yes,Partial,0,0,Unknown,,Not reviewed
https://derivativecalculatorai.com/derivative-of-5x,derivative-of-5x,problems.json,derivative,problem,200,No,noindex,https://derivativecalculatorai.com/derivative-of-5x,Yes,Excluded,,,Yes,Partial,0,0,Unknown,,Not reviewed
https://derivativecalculatorai.com/derivative-of-minus-x,derivative-of-minus-x,problems.json,derivative,problem,200,No,noindex,https://derivativecalculatorai.com/derivative-of-minus-x,Yes,Excluded,,,Yes,Partial,0,0,Unknown,,Not reviewed
https://derivativecalculatorai.com/derivative-of-1-minus-x,derivative-of-1-minus-x,problems.json,derivative,problem,200,Yes,index,https://derivativecalculatorai.com/derivative-of-1-minus-x,Yes,Excluded,,,Yes,Partial,0,0,Unknown,,Not reviewed
https://derivativecalculatorai.com/derivative-of-x-plus-1,derivative-of-x-plus-1,problems.json,derivative,problem,200,Yes,index,https://derivativecalculatorai.com/derivative-of-x-plus-1,Yes,Excluded,,,Yes,Partial,0,0,Unknown,,Not reviewed
https://derivativecalculatorai.com/derivative-of-x-squared-plus-1,derivative-of-x-squared-plus-1,problems.json,derivative,problem,200,Yes,index,https://derivativecalculatorai.com/derivative-of-x-squared-plus-1,Yes,Excluded,,,Yes,Partial,0,0,Unknown,,Not reviewed
https://derivativecalculatorai.com/derivative-of-x-squared-minus-1,derivative-of-x-squared-minus-1,problems.json,derivative,problem,200,Yes,index,https://derivativecalculatorai.com/derivative-of-x-squared-minus-1,Yes,Excluded,,,Yes,Partial,0,0,Unknown,,Not reviewed
https://derivativecalculatorai.com/derivative-of-1-over-x-squared,derivative-of-1-over-x-squared,problems.json,derivative,problem,200,No,noindex,https://derivativecalculatorai.com/derivative-of-1-over-x-squared,Yes,Excluded,,,Yes,Partial,0,0,Unknown,,Not reviewed
https://derivativecalculatorai.com/derivative-of-root-x,derivative-of-root-x,problems.json,derivative,problem,200,No,noindex,https://derivativecalculatorai.com/derivative-of-root-x,Yes,Excluded,,,Yes,Partial,0,0,Unknown,,Not reviewed
https://derivativecalculatorai.com/derivative-of-cbrt-x,derivative-of-cbrt-x,problems.json,derivative,problem,200,No,noindex,https://derivativecalculatorai.com/derivative-of-cbrt-x,Yes,Excluded,,,Yes,Partial,0,0,Unknown,,Not reviewed
https://derivativecalculatorai.com/derivative-of-pi,derivative-of-pi,problems.json,derivative,problem,200,Yes,index,https://derivativecalculatorai.com/derivative-of-pi,Yes,Excluded,,,Yes,Partial,0,0,Unknown,,Not reviewed
https://derivativecalculatorai.com/derivative-of-constant,derivative-of-constant,problems.json,derivative,problem,200,Yes,index,https://derivativecalculatorai.com/derivative-of-constant,Yes,Excluded,,,Yes,Partial,0,0,Unknown,,Not reviewed
https://derivativecalculatorai.com/derivative-of-x-sin-x,derivative-of-x-sin-x,problems.json,derivative,problem,200,No,noindex,https://derivativecalculatorai.com/derivative-of-x-sin-x,Yes,Excluded,,,Yes,Partial,0,0,Unknown,,Not reviewed
https://derivativecalculatorai.com/derivative-of-x-cos-x,derivative-of-x-cos-x,problems.json,derivative,problem,200,Yes,index,https://derivativecalculatorai.com/derivative-of-x-cos-x,Yes,Excluded,,,Yes,Partial,0,0,Unknown,,Not reviewed
https://derivativecalculatorai.com/derivative-of-x-e-to-the-x,derivative-of-x-e-to-the-x,problems.json,derivative,problem,200,No,noindex,https://derivativecalculatorai.com/derivative-of-x-e-to-the-x,Yes,Excluded,,,Yes,Partial,0,0,Unknown,,Not reviewed
https://derivativecalculatorai.com/derivative-of-x-ln-x,derivative-of-x-ln-x,problems.json,derivative,problem,200,Yes,index,https://derivativecalculatorai.com/derivative-of-x-ln-x,Yes,Excluded,,,Yes,Partial,0,0,Unknown,,Not reviewed
https://derivativecalculatorai.com/derivative-of-sin-squared-x,derivative-of-sin-squared-x,problems.json,derivative,problem,200,Yes,index,https://derivativecalculatorai.com/derivative-of-sin-squared-x,Yes,Excluded,,,Yes,Partial,0,0,Unknown,,Not reviewed
https://derivativecalculatorai.com/derivative-of-cos-squared-x,derivative-of-cos-squared-x,problems.json,derivative,problem,200,Yes,index,https://derivativecalculatorai.com/derivative-of-cos-squared-x,Yes,Excluded,,,Yes,Partial,0,0,Unknown,,Not reviewed
https://derivativecalculatorai.com/derivative-of-tan-squared-x,derivative-of-tan-squared-x,problems.json,derivative,problem,200,Yes,index,https://derivativecalculatorai.com/derivative-of-tan-squared-x,Yes,Excluded,,,Yes,Partial,0,0,Unknown,,Not reviewed
https://derivativecalculatorai.com/derivative-of-e-to-the-minus-x,derivative-of-e-to-the-minus-x,problems.json,derivative,problem,200,Yes,index,https://derivativecalculatorai.com/derivative-of-e-to-the-minus-x,Yes,Excluded,,,Yes,Partial,0,0,Unknown,,Not reviewed
https://derivativecalculatorai.com/derivative-of-2-to-the-x,derivative-of-2-to-the-x,problems.json,derivative,problem,200,No,noindex,https://derivativecalculatorai.com/derivative-of-2-to-the-x,Yes,Excluded,,,Yes,Partial,0,0,Unknown,,Not reviewed
https://derivativecalculatorai.com/derivative-of-10-to-the-x,derivative-of-10-to-the-x,problems.json,derivative,problem,200,No,noindex,https://derivativecalculatorai.com/derivative-of-10-to-the-x,Yes,Excluded,,,Yes,Partial,0,0,Unknown,,Not reviewed
https://derivativecalculatorai.com/derivative-of-sinh-x,derivative-of-sinh-x,problems.json,derivative,problem,200,Yes,index,https://derivativecalculatorai.com/derivative-of-sinh-x,Yes,Excluded,,,Yes,Partial,0,0,Unknown,,Not reviewed
https://derivativecalculatorai.com/derivative-of-cosh-x,derivative-of-cosh-x,problems.json,derivative,problem,200,Yes,index,https://derivativecalculatorai.com/derivative-of-cosh-x,Yes,Excluded,,,Yes,Partial,0,0,Unknown,,Not reviewed
https://derivativecalculatorai.com/derivative-of-tanh-x,derivative-of-tanh-x,problems.json,derivative,problem,200,Yes,index,https://derivativecalculatorai.com/derivative-of-tanh-x,Yes,Excluded,,,Yes,Partial,0,0,Unknown,,Not reviewed
https://derivativecalculatorai.com/derivative-of-abs-x,derivative-of-abs-x,problems.json,derivative,problem,200,Yes,index,https://derivativecalculatorai.com/derivative-of-abs-x,Yes,Excluded,,,Yes,Partial,0,0,Unknown,,Not reviewed
https://derivativecalculatorai.com/derivative-of-sign-x,derivative-of-sign-x,problems.json,derivative,problem,200,Yes,index,https://derivativecalculatorai.com/derivative-of-sign-x,Yes,Excluded,,,Yes,Partial,0,0,Unknown,,Not reviewed
https://derivativecalculatorai.com/derivative-of-floor-x,derivative-of-floor-x,problems.json,derivative,problem,200,Yes,index,https://derivativecalculatorai.com/derivative-of-floor-x,Yes,Excluded,,,Yes,Partial,0,0,Unknown,,Not reviewed
https://derivativecalculatorai.com/derivative-of-x-minus-to-minus-the-minus-2,derivative-of-x-minus-to-minus-the-minus-2,problems.json,derivative,problem,200,No,noindex,https://derivativecalculatorai.com/derivative-of-x-minus-to-minus-the-minus-2,Yes,Excluded,,,Yes,Partial,0,0,Unknown,,Not reviewed
https://derivativecalculatorai.com/derivative-of-2x-minus-to-minus-the-minus-2,derivative-of-2x-minus-to-minus-the-minus-2,problems.json,derivative,problem,200,No,noindex,https://derivativecalculatorai.com/derivative-of-2x-minus-to-minus-the-minus-2,Yes,Excluded,,,Yes,Partial,0,0,Unknown,,Not reviewed
https://derivativecalculatorai.com/derivative-of-x-minus-to-minus-the-minus-2-minus-minus-plus-minus-minus-x-minus-to-minus-the-minus-1,derivative-of-x-minus-to-minus-the-minus-2-minus-minus-plus-minus-minus-x-minus-to-minus-the-minus-1,problems.json,derivative,problem,200,No,noindex,https://derivativecalculatorai.com/derivative-of-x-minus-to-minus-the-minus-2-minus-minus-plus-minus-minus-x-minus-to-minus-the-minus-1,Yes,Excluded,,,Yes,Partial,0,0,Unknown,,Not reviewed
https://derivativecalculatorai.com/derivative-of-x-minus-to-minus-the-minus-2-minus-minus-minus-x,derivative-of-x-minus-to-minus-the-minus-2-minus-minus-minus-x,problems.json,derivative,problem,200,No,noindex,https://derivativecalculatorai.com/derivative-of-x-minus-to-minus-the-minus-2-minus-minus-minus-x,Yes,Excluded,,,Yes,Partial,0,0,Unknown,,Not reviewed
https://derivativecalculatorai.com/derivative-of-x-minus-to-minus-the-minus-3,derivative-of-x-minus-to-minus-the-minus-3,problems.json,derivative,problem,200,No,noindex,https://derivativecalculatorai.com/derivative-of-x-minus-to-minus-the-minus-3,Yes,Excluded,,,Yes,Partial,0,0,Unknown,,Not reviewed
https://derivativecalculatorai.com/derivative-of-3x-minus-to-minus-the-minus-3,derivative-of-3x-minus-to-minus-the-minus-3,problems.json,derivative,problem,200,No,noindex,https://derivativecalculatorai.com/derivative-of-3x-minus-to-minus-the-minus-3,Yes,Excluded,,,Yes,Partial,0,0,Unknown,,Not reviewed
https://derivativecalculatorai.com/derivative-of-x-minus-to-minus-the-minus-3-minus-minus-plus-minus-minus-x-minus-to-minus-the-minus-2,derivative-of-x-minus-to-minus-the-minus-3-minus-minus-plus-minus-minus-x-minus-to-minus-the-minus-2,problems.json,derivative,problem,200,No,noindex,https://derivativecalculatorai.com/derivative-of-x-minus-to-minus-the-minus-3-minus-minus-plus-minus-minus-x-minus-to-minus-the-minus-2,Yes,Excluded,,,Yes,Partial,0,0,Unknown,,Not reviewed
https://derivativecalculatorai.com/derivative-of-x-minus-to-minus-the-minus-3-minus-minus-minus-x,derivative-of-x-minus-to-minus-the-minus-3-minus-minus-minus-x,problems.json,derivative,problem,200,No,noindex,https://derivativecalculatorai.com/derivative-of-x-minus-to-minus-the-minus-3-minus-minus-minus-x,Yes,Excluded,,,Yes,Partial,0,0,Unknown,,Not reviewed
https://derivativecalculatorai.com/derivative-of-x-minus-to-minus-the-minus-4,derivative-of-x-minus-to-minus-the-minus-4,problems.json,derivative,problem,200,No,noindex,https://derivativecalculatorai.com/derivative-of-x-minus-to-minus-the-minus-4,Yes,Excluded,,,Yes,Partial,0,0,Unknown,,Not reviewed
https://derivativecalculatorai.com/derivative-of-4x-minus-to-minus-the-minus-4,derivative-of-4x-minus-to-minus-the-minus-4,problems.json,derivative,problem,200,No,noindex,https://derivativecalculatorai.com/derivative-of-4x-minus-to-minus-the-minus-4,Yes,Excluded,,,Yes,Partial,0,0,Unknown,,Not reviewed
https://derivativecalculatorai.com/derivative-of-x-minus-to-minus-the-minus-4-minus-minus-plus-minus-minus-x-minus-to-minus-the-minus-3,derivative-of-x-minus-to-minus-the-minus-4-minus-minus-plus-minus-minus-x-minus-to-minus-the-minus-3,problems.json,derivative,problem,200,No,noindex,https://derivativecalculatorai.com/derivative-of-x-minus-to-minus-the-minus-4-minus-minus-plus-minus-minus-x-minus-to-minus-the-minus-3,Yes,Excluded,,,Yes,Partial,0,0,Unknown,,Not reviewed
https://derivativecalculatorai.com/derivative-of-x-minus-to-minus-the-minus-4-minus-minus-minus-x,derivative-of-x-minus-to-minus-the-minus-4-minus-minus-minus-x,problems.json,derivative,problem,200,No,noindex,https://derivativecalculatorai.com/derivative-of-x-minus-to-minus-the-minus-4-minus-minus-minus-x,Yes,Excluded,,,Yes,Partial,0,0,Unknown,,Not reviewed
https://derivativecalculatorai.com/derivative-of-x-minus-to-minus-the-minus-5,derivative-of-x-minus-to-minus-the-minus-5,problems.json,derivative,problem,200,Yes,index,https://derivativecalculatorai.com/derivative-of-x-minus-to-minus-the-minus-5,Yes,Excluded,,,Yes,Partial,0,0,Unknown,,Not reviewed
https://derivativecalculatorai.com/derivative-of-5x-minus-to-minus-the-minus-5,derivative-of-5x-minus-to-minus-the-minus-5,problems.json,derivative,problem,200,Yes,index,https://derivativecalculatorai.com/derivative-of-5x-minus-to-minus-the-minus-5,Yes,Excluded,,,Yes,Partial,0,0,Unknown,,Not reviewed
https://derivativecalculatorai.com/derivative-of-x-minus-to-minus-the-minus-5-minus-minus-plus-minus-minus-x-minus-to-minus-the-minus-4,derivative-of-x-minus-to-minus-the-minus-5-minus-minus-plus-minus-minus-x-minus-to-minus-the-minus-4,problems.json,derivative,problem,200,No,noindex,https://derivativecalculatorai.com/derivative-of-x-minus-to-minus-the-minus-5-minus-minus-plus-minus-minus-x-minus-to-minus-the-minus-4,Yes,Excluded,,,Yes,Partial,0,0,Unknown,,Not reviewed
https://derivativecalculatorai.com/derivative-of-x-minus-to-minus-the-minus-5-minus-minus-minus-x,derivative-of-x-minus-to-minus-the-minus-5-minus-minus-minus-x,problems.json,derivative,problem,200,No,noindex,https://derivativecalculatorai.com/derivative-of-x-minus-to-minus-the-minus-5-minus-minus-minus-x,Yes,Excluded,,,Yes,Partial,0,0,Unknown,,Not reviewed
https://derivativecalculatorai.com/derivative-of-x-minus-to-minus-the-minus-6,derivative-of-x-minus-to-minus-the-minus-6,problems.json,derivative,problem,200,Yes,index,https://derivativecalculatorai.com/derivative-of-x-minus-to-minus-the-minus-6,Yes,Excluded,,,Yes,Partial,0,0,Unknown,,Not reviewed
https://derivativecalculatorai.com/derivative-of-6x-minus-to-minus-the-minus-6,derivative-of-6x-minus-to-minus-the-minus-6,problems.json,derivative,problem,200,Yes,index,https://derivativecalculatorai.com/derivative-of-6x-minus-to-minus-the-minus-6,Yes,Excluded,,,Yes,Partial,0,0,Unknown,,Not reviewed
https://derivativecalculatorai.com/derivative-of-x-minus-to-minus-the-minus-6-minus-minus-plus-minus-minus-x-minus-to-minus-the-minus-5,derivative-of-x-minus-to-minus-the-minus-6-minus-minus-plus-minus-minus-x-minus-to-minus-the-minus-5,problems.json,derivative,problem,200,No,noindex,https://derivativecalculatorai.com/derivative-of-x-minus-to-minus-the-minus-6-minus-minus-plus-minus-minus-x-minus-to-minus-the-minus-5,Yes,Excluded,,,Yes,Partial,0,0,Unknown,,Not reviewed
https://derivativecalculatorai.com/derivative-of-x-minus-to-minus-the-minus-6-minus-minus-minus-x,derivative-of-x-minus-to-minus-the-minus-6-minus-minus-minus-x,problems.json,derivative,problem,200,No,noindex,https://derivativecalculatorai.com/derivative-of-x-minus-to-minus-the-minus-6-minus-minus-minus-x,Yes,Excluded,,,Yes,Partial,0,0,Unknown,,Not reviewed
https://derivativecalculatorai.com/derivative-of-x-minus-to-minus-the-minus-7,derivative-of-x-minus-to-minus-the-minus-7,problems.json,derivative,problem,200,Yes,index,https://derivativecalculatorai.com/derivative-of-x-minus-to-minus-the-minus-7,Yes,Excluded,,,Yes,Partial,0,0,Unknown,,Not reviewed
https://derivativecalculatorai.com/derivative-of-7x-minus-to-minus-the-minus-7,derivative-of-7x-minus-to-minus-the-minus-7,problems.json,derivative,problem,200,Yes,index,https://derivativecalculatorai.com/derivative-of-7x-minus-to-minus-the-minus-7,Yes,Excluded,,,Yes,Partial,0,0,Unknown,,Not reviewed
https://derivativecalculatorai.com/derivative-of-x-minus-to-minus-the-minus-7-minus-minus-plus-minus-minus-x-minus-to-minus-the-minus-6,derivative-of-x-minus-to-minus-the-minus-7-minus-minus-plus-minus-minus-x-minus-to-minus-the-minus-6,problems.json,derivative,problem,200,No,noindex,https://derivativecalculatorai.com/derivative-of-x-minus-to-minus-the-minus-7-minus-minus-plus-minus-minus-x-minus-to-minus-the-minus-6,Yes,Excluded,,,Yes,Partial,0,0,Unknown,,Not reviewed
https://derivativecalculatorai.com/derivative-of-x-minus-to-minus-the-minus-7-minus-minus-minus-x,derivative-of-x-minus-to-minus-the-minus-7-minus-minus-minus-x,problems.json,derivative,problem,200,No,noindex,https://derivativecalculatorai.com/derivative-of-x-minus-to-minus-the-minus-7-minus-minus-minus-x,Yes,Excluded,,,Yes,Partial,0,0,Unknown,,Not reviewed
https://derivativecalculatorai.com/derivative-of-x-minus-to-minus-the-minus-8,derivative-of-x-minus-to-minus-the-minus-8,problems.json,derivative,problem,200,Yes,index,https://derivativecalculatorai.com/derivative-of-x-minus-to-minus-the-minus-8,Yes,Excluded,,,Yes,Partial,0,0,Unknown,,Not reviewed
https://derivativecalculatorai.com/derivative-of-8x-minus-to-minus-the-minus-8,derivative-of-8x-minus-to-minus-the-minus-8,problems.json,derivative,problem,200,Yes,index,https://derivativecalculatorai.com/derivative-of-8x-minus-to-minus-the-minus-8,Yes,Excluded,,,Yes,Partial,0,0,Unknown,,Not reviewed
https://derivativecalculatorai.com/derivative-of-x-minus-to-minus-the-minus-8-minus-minus-plus-minus-minus-x-minus-to-minus-the-minus-7,derivative-of-x-minus-to-minus-the-minus-8-minus-minus-plus-minus-minus-x-minus-to-minus-the-minus-7,problems.json,derivative,problem,200,No,noindex,https://derivativecalculatorai.com/derivative-of-x-minus-to-minus-the-minus-8-minus-minus-plus-minus-minus-x-minus-to-minus-the-minus-7,Yes,Excluded,,,Yes,Partial,0,0,Unknown,,Not reviewed
https://derivativecalculatorai.com/derivative-of-x-minus-to-minus-the-minus-8-minus-minus-minus-x,derivative-of-x-minus-to-minus-the-minus-8-minus-minus-minus-x,problems.json,derivative,problem,200,No,noindex,https://derivativecalculatorai.com/derivative-of-x-minus-to-minus-the-minus-8-minus-minus-minus-x,Yes,Excluded,,,Yes,Partial,0,0,Unknown,,Not reviewed
https://derivativecalculatorai.com/derivative-of-x-minus-to-minus-the-minus-9,derivative-of-x-minus-to-minus-the-minus-9,problems.json,derivative,problem,200,Yes,index,https://derivativecalculatorai.com/derivative-of-x-minus-to-minus-the-minus-9,Yes,Excluded,,,Yes,Partial,0,0,Unknown,,Not reviewed
https://derivativecalculatorai.com/derivative-of-9x-minus-to-minus-the-minus-9,derivative-of-9x-minus-to-minus-the-minus-9,problems.json,derivative,problem,200,Yes,index,https://derivativecalculatorai.com/derivative-of-9x-minus-to-minus-the-minus-9,Yes,Excluded,,,Yes,Partial,0,0,Unknown,,Not reviewed
https://derivativecalculatorai.com/derivative-of-x-minus-to-minus-the-minus-9-minus-minus-plus-minus-minus-x-minus-to-minus-the-minus-8,derivative-of-x-minus-to-minus-the-minus-9-minus-minus-plus-minus-minus-x-minus-to-minus-the-minus-8,problems.json,derivative,problem,200,No,noindex,https://derivativecalculatorai.com/derivative-of-x-minus-to-minus-the-minus-9-minus-minus-plus-minus-minus-x-minus-to-minus-the-minus-8,Yes,Excluded,,,Yes,Partial,0,0,Unknown,,Not reviewed
https://derivativecalculatorai.com/derivative-of-x-minus-to-minus-the-minus-9-minus-minus-minus-x,derivative-of-x-minus-to-minus-the-minus-9-minus-minus-minus-x,problems.json,derivative,problem,200,No,noindex,https://derivativecalculatorai.com/derivative-of-x-minus-to-minus-the-minus-9-minus-minus-minus-x,Yes,Excluded,,,Yes,Partial,0,0,Unknown,,Not reviewed
https://derivativecalculatorai.com/derivative-of-x-minus-to-minus-the-minus-10,derivative-of-x-minus-to-minus-the-minus-10,problems.json,derivative,problem,200,Yes,index,https://derivativecalculatorai.com/derivative-of-x-minus-to-minus-the-minus-10,Yes,Excluded,,,Yes,Partial,0,0,Unknown,,Not reviewed
https://derivativecalculatorai.com/derivative-of-10x-minus-to-minus-the-minus-10,derivative-of-10x-minus-to-minus-the-minus-10,problems.json,derivative,problem,200,Yes,index,https://derivativecalculatorai.com/derivative-of-10x-minus-to-minus-the-minus-10,Yes,Excluded,,,Yes,Partial,0,0,Unknown,,Not reviewed
https://derivativecalculatorai.com/derivative-of-x-minus-to-minus-the-minus-10-minus-minus-plus-minus-minus-x-minus-to-minus-the-minus-9,derivative-of-x-minus-to-minus-the-minus-10-minus-minus-plus-minus-minus-x-minus-to-minus-the-minus-9,problems.json,derivative,problem,200,No,noindex,https://derivativecalculatorai.com/derivative-of-x-minus-to-minus-the-minus-10-minus-minus-plus-minus-minus-x-minus-to-minus-the-minus-9,Yes,Excluded,,,Yes,Partial,0,0,Unknown,,Not reviewed
